professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,01/10/2011,NAN,ASTR150,4.5,2.0,,,,,0.0,0.0,He is one of the most enthusiastic and off the walls professors you\'ll ever meet. His grading is very fair. The exams aren\'t bad considering you can use a notes sheet. There\'s lots of Iclickers so you have to show up to class. There\'s no book used. Take this class its fun and interesting!
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,05/28/2010,NAN,ASTR150,5.0,4.0,,,,,0.0,1.0,"""Sexy Boy"". Killer Skies was one of the best classes I\'ve taken. Looney kept me excited for class and did presentations effectively and with great humor. Highly recommend him in general. Online quizzes were tough but given multiple chances. Exams are somewhat hard so study. Never a dry moment, great guy, great topics. You\'re gonna have fun. Ciao"
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,04/25/2010,NAN,ASTRO330,5.0,2.0,,,,,0.0,1.0,"Excellent professor. Hilarious, fun, and good."
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,01/07/2010,NAN,ASTR150,4.0,2.0,,,,,0.0,0.0,"Loved his Killer Skies class! He\'s very funny and allows you to bring in a sheet of notes for each test and even the final! Theres no textbook, but you have to use his ppt slides alot for the HW and cheat sheets. The HW is quite hard tho, even with the ppt slides given to you. But you get unlimited number of tries, and the highest score is taken"
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,10/05/2009,NAN,ASTRO150,4.0,4.0,,,,,0.0,0.0,"A kind, knowledgeable, phenomenal teacher. I would recommend any of his classes. He is hilarious, engaging, and intelligent. This class was so far from my major, and yet I enjoyed class everyday. Study, its astronomy. But Looney is fantastic."
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,09/19/2009,NAN,ASTR150,3.0,1.0,,,,,0.0,0.0,"I hnonestly can say that Leslie Looney is the only reason I go to class (that, and the iclicker credit). I can\'t say that I\'ve actually learned anything in this class, though Looney is fairly entertaining."
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,08/06/2008,NAN,ASTRO122,5.0,3.0,,,,,0.0,0.0,He is absolutely AMAZING! A complete riot and wonderful professor. Class is NEVER boring and something new is taught daily. Online homework is a breeze and tests aren\'t horrible. Studying is necessary for them though.
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,04/10/2008,NAN,ASTRO122,4.5,3.0,,,,,0.0,0.0,He is AMAZING! The funnest class I have had all semester. He\'s knows his material and is always willing to help.
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,07/12/2006,NAN,ASTR210230,5.0,2.0,,,,,0.0,0.0,"Best professor I\'ve had so far! He is informative, clear and funny. Makes you actually wanna go to class... Gotta do homework regularly and study for the test--they aren\'t bad if you do."
Leslie  Looney,University Of Illinois at Urbana-Champaign,Astronomy department, Champaign\xe2\x80\x93Urbana, IL,11.0,4.7,,2.0,Hilarious (2)  GROUP PROJECTS (2)  Gives good feedback (1),26.0,05/01/2006,NAN,ASTRO122,4.5,1.0,,,,,0.0,0.0,"Great professor and great class! I recommend taking this course, it was a physical science and quantitive reasoning II course."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/14/2017,NAN,ENGL1010,5.0,2.0,Mandatory,Yes,Yes,,0.0,0.0,Dr. Wager is a great professor. Her expectations were clear and she really wants to help you succeed. She was always entertaining and knew what she was talking about. I took her hybrid course which i would definitely recommend.
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/12/2017,NAN,ENGL1010,5.0,2.0,Mandatory,Yes,Yes,A,0.0,0.0,"I LOVE Prof. Wager. She\'s hilarious and dedicated. I took this as the hybrid block and I loved it. It is fast paced, but not a ton of work. The final is only a 5 page paper, and you can revise your essays as many times as you want. She really wants you to do well and helps you as much as you can. If I could take every class with her, I would."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/08/2017,NAN,ENG1010,5.0,3.0,Mandatory,Yes,Yes,A,0.0,0.0,Taken as Hybrid course. It was good taking it with this teacher. Especially in a hybrid course she only assigns stuff that is needed. Be aware if you take this in a hybrid class there will be something due EVERY time before the next class. Course work is easy if you are committed to it and turn it in on time. PEER reviews are not accepted late.
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/03/2017,NAN,ENGL1010,4.0,2.0,Mandatory,Yes,Yes,A-,0.0,0.0,"Good teacher, I took this as a second block class on accident. Lots of reading in the class, not super necessary for the lectures. But a fun teacher who\'s excited to share English with students, normal amount of homework assignments and a small 5 page paper due at finals. 8/10"
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,02/24/2017,NAN,ENGL1010,2.0,4.0,Mandatory,,No,,0.0,1.0,"Overall she is a fine professor but there are a lot of little things like not very clear assignments,gradings are sometimes weird. Didn\'t do one peer review on time don\'t expect to get an A."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,11/28/2016,NAN,ENGL1010,4.0,2.0,Mandatory,Yes,Yes,A,0.0,0.0,Wager is a great professor! She makes the class lively and is absolutely hilarious. I took the hybrid-block course. As long as you do the assignments on time it\'s an easy A. The only complaints I have are: a lot of the examples/ content is politically influenced (liberal) and she doesn\'t always describe assignments or what is expected of you well.
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/30/2016,NAN,ENGL2150,4.5,3.0,Mandatory,Yes,Yes,A,1.0,2.0,Jans does an excellent job of teaching the basics and technical aspects of cinema while putting a feminist/progressive spin on things. Great professor who cares that her class learn new perspectives from her lectures. She is a solid grader and gave great feedback whenever I asked for it. My writing skills have improved from taking this course!
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,01/03/2016,NAN,ENG1010,5.0,2.0,Mandatory,Yes,,A,3.0,0.0,"Really enjoyed her class. Took it as a hybrid block class so it was very fast paced and all the assignments were submitted online. She was very clear about how she wanted you to write and was very willing to help. I would take her again, I was very impressed with her teaching style."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/29/2015,NAN,CINEENGL2150,5.0,4.0,,Yes,,,1.0,0.0,"Jans is GREAT! She is a fantastic teacher and her class was both interesting and lively. She does expect you to read a lot out of the book, and other sources as well. She is a very lively teacher and you can tell she loves the subject she teaches!"
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,12/11/2014,NAN,ENG1010,5.0,2.0,,Yes,Yes,B+,1.0,0.0,She\'s one of my favorite teachers I\'ve taken. I actually took her last semester but I liked her enough that I thought everyone should still know SHE\'S AWESOME. She is clear on the work and you go over it in class. I would\'ve taken her for 2010 as well if she offered it..
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,01/08/2014,NAN,ENGL1010,4.0,3.0,Mandatory,,,A,3.0,0.0,"I found Professor Wager very helpful. She does have a specific way she wants you to write, but does make it clear after the first few assignments. She helped me with brevity, but wanted me to change my writing style to match the way she liked it. She was a decent professor, and is very willing to help."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,08/29/2012,NAN,COMM2150,3.5,4.0,,,,,0.0,1.0,I took into to cinema studies from her and loved it. Great teacher which allot of film experience. She will work with you to sharpen your writing skills. One of my favorite professors here on campus! Just be prepared to think outside the box about movies.
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,08/23/2010,NAN,ENG202,4.0,5.0,,,,,2.0,0.0,"Trouble is, if you have different opinions on the topics you talk about then she won\'t like you. As long as you stick to what she lays out you should be good. She wants very badly to have students she molds, if she can\'t mold you she\'ll throw you away."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/25/2010,NAN,ENGL2150,4.5,4.0,,,,,0.0,0.0,"Jans is wonderful. Her teaching methods are some of the best that I have experienced. There is a good deal of time involved in the course, but if you like film criticism you won\'t mind. Though the subject ended up not being my cup of tea, I still enjoyed going to class and doing the assignments."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,06/03/2008,NAN,ENG1010,5.0,4.0,,,,,2.0,0.0,"Jans is an excellent teacher! Just awesome. She is definitely organized. She wants class discussion, and that makes the class fun! You can correct your papers at the end of the semester in your portfolio to have a better grade. She is friendly and sincerly cares about student success. WORD OF CAUTION, MANDATORY ATTENDANCE AND DON\'T EVER BE LATE."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/29/2008,NAN,ENG44,4.0,3.0,,,,,0.0,0.0,I loved this class! Jans is very flexible and open-minded. She just wants to help students learn. Take her class!!
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,04/19/2008,NAN,ENGL1010,5.0,2.0,,,,,1.0,0.0,"Jan is an amazing Professor, and I highly recommend taking her for English. Grades are easy to improve, as you can edit your writing assignments as much as you want to get a better grade."
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,11/09/2007,NAN,ENGL1010,5.0,3.0,,,,,0.0,0.0,"She was an excellent teacher! Very organized. She encouraged class discussion, which made the class fun! Had several papers to do which helped you to improve writing skills. Could correct papers to have a better grade. She is also friendly and genuinely interested in student success. Awesome all around!"
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,05/14/2007,NAN,ENGL1010,4.0,3.0,,,,,1.0,0.0,Writing in her class was fun. I really liked how she would let students rewrite their papers till they got the grade they wanted. It certainly kept my grade up!
Jans  Wager,Utah Valley University,English department, Orem, UT,11.0,4.5,83%,3.0,Gives good feedback (6)  Participation matters (3)  Respected (3)  Hilarious (3)  Caring (2)  Skip class? You won\'t pass. (2)  GROUP PROJECTS (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Amazing lectures (1)  Get ready to read (1)  Clear grading criteria (1),22.0,05/28/2006,NAN,ENG2890,5.0,3.0,,,,,0.0,0.0,"Jans has the most effective teaching style of any teacher I\'ve met. The material can be difficult, but she makes it very easy to do well. You have a series of papers to write, if you get a bad score on them she will let you rewrite them for a better score. You can continue rewriting them until you get the score you want.Well prepared, helpfull. A+"
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,08/31/2005,NAN,URBANEXP,1.5,4.0,,,,,0.0,0.0,This guy is a quack! You never understand what he is saying!
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,07/02/2004,NAN,URBANEXP,2.5,3.0,,,,,0.0,0.0,Warden\'s mind is sort of like a lottery ball machine... every now and then a ball will come firing out with a small piece of information but never in a sequential order. Nice guy though.
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,06/16/2004,NAN,HISTORY,2.0,3.0,,,,,0.0,0.0,he likes to talk about his cat and diareha.
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,06/14/2004,NAN,URBANEXPR,1.5,3.0,,,,,0.0,0.0,Could I despise this man anymore? His lectures are one random topic after another. He is always late and never knows when the class is over... partially because he doesn\'t wear a watch. Lost every single one of my papers. Truly awful waste of time.
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,11/23/2003,NAN,URBANEXP,4.5,2.0,,,,,0.0,0.0,"The lectures are sleep-inducing unless u participate, he gives lots of credit if u do. Study sheets for quizzes, so u know what 2 expect. Tests are do-able if u read the material. 8 page paper at the end, I\'m so sick of doing PhilaU papers."
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,09/18/2003,NAN,GLOBCONT,5.0,3.0,,,,,0.0,0.0,"thinks too much, knows too much, but all in all hes a great person to work with. Though sometimes it looks like its painful for him to teach..all the sweat is a shame.."
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,09/16/2003,NAN,CONTEMP,5.0,2.0,,,,,0.0,0.0,Wonderful teacher!! He is kind and knows his stuff. Take him if you can!
Robert  Warden,Philadelphia University,Writing department, Philadelphia, PA,2.0,3.4,,2.8,,8.0,09/16/2003,NAN,CONTEMP,5.0,2.0,,,,,0.0,0.0,"talks sooooooo much, zzzzz..where am i?, but very down to earth, fair grader if u do the work, participate in class, it REALLY REALLY helps ur grade, so do it!"
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,10/18/2017,LANG3000,NAN,3.0,5.0,,No,No,B,0.0,0.0,I took his online class as an elective and regretted taking it by the end. The information is interesting but he is a tough grader. His tests were hard and very confusing.
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,08/17/2017,NAN,LANG3000,3.0,5.0,Not Mandatory,Yes,No,B-,1.0,0.0,"He gives quizzes that are hard to understand . The midterm and the final are a joke. The questions are twisted in such a way to just confuse you. (which I think is his main goal). You will love the class and hate it at the end. Most of my classmates agreed with me on this. Good luck, you will need it!"
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,12/29/2015,NAN,LANG3000,4.0,3.0,,Yes,Yes,A,1.0,0.0,"Best professor I\'ve had at UVU. If you show up, pay attention, participate, and read you\'ll learn a lot and get a good grade."
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,04/22/2013,NAN,ANTH3000,5.0,2.0,,,,,2.0,0.0,"By far one of the best professors I\'ve ever had. He doesn\'t give busy work and he consistently checks to make sure that you\'re understanding the materials. Great Professor, Highly recommend."
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,04/09/2012,NAN,LANG3000,5.0,4.0,,,,,2.0,0.0,Bryan is Awesome! He knows his stuff. He knows how to teach for understanding and how to make all subjects interesting. He expects quite a lot but is always there to help. I came out learning a ton and loving the subject.
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,07/29/2011,NAN,ANTH3000,4.5,3.0,,,,,1.0,0.0,"Really good professor, knows what he\'s talking about. Willing to work with you, Tests kinda hard and Expects a lot but makes it fun. If you pay attention you will do well in the class. Has you make a Language for this class as final project."
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,12/15/2010,NAN,ANTH3000,5.0,3.0,,,,,0.0,0.0,Great teacher and fun class. Two thumbs up and totally recommend this professor to others.
Bryan  Eldredge,Utah Valley University,ASL & Deaf Studies department, Orem, UT,14.0,4.2,,3.3,Tough Grader (2)  Participation matters (2)  LECTURE HEAVY (1)  Inspirational (1)  TEST HEAVY (1)  Hilarious (1),18.0,12/10/2010,NAN,LANG3000,5.0,2.0,,,,,0.0,0.0,"Take this class! Bryan is the man! Do the reading and the assignments and study for midterm and final and you\'ll be fine. 1st half is linguistics, which might be difficult for some, but he explains it well. Work on your language creation project throughout the semester. Great class! I loved class discussions and he includes everyone. Take it!"
